Customer_ID,Age,Gender,Device,Tenure_Months,Total_Spend,App_Visits,Return_Rate,Preferred_Category
7796,50,Kadın,Mobil Uygulama,49,4527.01,17,0.065,Premium Elektronik
40616,37,Kadın,Masaüstü Web,32,2535.06,21,0.125,Akıllı Telefonlar
48349,57,Kadın,Masaüstü Web,57,175.22,7,0.019,Mobil Aksesuarlar
47219,47,Kadın,Masaüstü Web,58,161.73,4,0.021,Gaming Ekipmanları
39051,43,Kadın,Mobil Uygulama,42,2156.93,18,0.086,Mobil Aksesuarlar
48985,46,Erkek,Masaüstü Web,57,138.47,3,0.016,Mobil Aksesuarlar
15868,18,Erkek,Mobil Uygulama,14,706.17,43,0.307,Gaming Ekipmanları
17788,18,Erkek,Mobil Uygulama,11,592.21,17,0.141,Gaming Ekipmanları
39840,32,Erkek,Masaüstü Web,20,2248.8,19,0.145,Mobil Aksesuarlar
15676,18,Erkek,Mobil Uygulama,18,767.95,47,0.209,Gaming Ekipmanları
48383,57,Erkek,Masaüstü Web,55,169.23,5,0.001,Gaming Ekipmanları
5737,37,Erkek,Masaüstü Web,52,4930.09,9,0.04,Premium Elektronik
35062,23,Kadın,Masaüstü Web,32,2088.39,23,0.093,Akıllı Telefonlar
15661,22,Kadın,Mobil Uygulama,13,715.51,61,0.201,Gaming Ekipmanları
31696,18,Kadın,Mobil Uygulama,25,862.06,28,0.118,Akıllı Telefonlar
44398,62,Kadın,Masaüstü Web,61,149.15,5,0.015,Mobil Aksesuarlar
22915,18,Erkek,Masaüstü Web,17,1082.78,44,0.259,Gaming Ekipmanları
18506,21,Erkek,Mobil Uygulama,13,842.45,40,0.181,Gaming Ekipmanları
35606,21,Kadın,Mobil Uygulama,29,1631.78,13,0.144,Akıllı Telefonlar
10186,42,Erkek,Mobil Uygulama,65,5421.19,14,0.043,Mobil Aksesuarlar
35057,35,Kadın,Mobil Uygulama,29,1963.5,27,0.15,Premium Elektronik
21953,18,Erkek,Mobil Uygulama,17,652.37,62,0.274,Gaming Ekipmanları
16010,21,Erkek,Mobil Uygulama,3,444.97,69,0.273,Gaming Ekipmanları
35363,30,Kadın,Masaüstü Web,41,2121.71,19,0.105,Akıllı Telefonlar
41904,57,Kadın,Mobil Uygulama,69,125.09,2,0,Mobil Aksesuarlar
20778,27,Erkek,Mobil Uygulama,11,991.79,56,0.276,Gaming Ekipmanları
42505,50,Erkek,Mobil Uygulama,104,143,1,0.009,Mobil Aksesuarlar
39717,28,Erkek,Mobil Uygulama,12,1004.53,10,0.127,Akıllı Telefonlar
47800,66,Erkek,Masaüstü Web,57,113.21,3,0.002,Mobil Aksesuarlar
30358,30,Kadın,Mobil Uygulama,22,1075.24,19,0.1,Akıllı Telefonlar
24830,23,Kadın,Mobil Uygulama,7,909.03,68,0.172,Gaming Ekipmanları
40275,23,Erkek,Mobil Uygulama,19,2951.15,38,0.186,Akıllı Telefonlar
12788,18,Erkek,Masaüstü Web,16,477.65,41,0.265,Gaming Ekipmanları
43261,48,Kadın,Masaüstü Web,69,126.91,6,0.007,Mobil Aksesuarlar
8014,46,Kadın,Masaüstü Web,42,4149.05,14,0.029,Akıllı Telefonlar
35662,34,Kadın,Mobil Uygulama,20,1955.35,16,0.124,Akıllı Telefonlar
40688,34,Kadın,Mobil Uygulama,42,906.3,29,0.12,Akıllı Telefonlar
44850,57,Kadın,Masaüstü Web,84,166.5,4,0.019,Mobil Aksesuarlar
41884,56,Kadın,Mobil Uygulama,71,144.93,4,0,Mobil Aksesuarlar
39662,28,Erkek,Mobil Uygulama,16,3210.37,20,0.136,Akıllı Telefonlar
35674,30,Kadın,Mobil Uygulama,16,1901.91,22,0.015,Mobil Aksesuarlar
5619,42,Erkek,Mobil Uygulama,53,5798.54,12,0.041,Premium Elektronik
16002,20,Erkek,Mobil Uygulama,1,519.7,51,0.285,Gaming Ekipmanları
9012,45,Kadın,Mobil Uygulama,42,6123.86,10,0.056,Premium Elektronik
27282,33,Erkek,Mobil Uygulama,26,2276.38,14,0.093,Premium Elektronik
1906,42,Erkek,Masaüstü Web,40,2794.79,12,0.057,Premium Elektronik
31398,29,Kadın,Mobil Uygulama,33,2153.13,26,0.15,Akıllı Telefonlar
47063,55,Kadın,Mobil Uygulama,50,165.41,7,0.008,Mobil Aksesuarlar
20162,21,Erkek,Mobil Uygulama,12,1027.74,56,0.197,Gaming Ekipmanları
38709,18,Erkek,Mobil Uygulama,22,1983.22,46,0.062,Gaming Ekipmanları
50762,54,Kadın,Mobil Uygulama,83,92.01,6,0.001,Mobil Aksesuarlar
46121,57,Kadın,Masaüstü Web,62,101.7,4,0,Mobil Aksesuarlar
46606,52,Erkek,Masaüstü Web,69,207.73,0,0.018,Mobil Aksesuarlar
21798,21,Kadın,Mobil Uygulama,9,800.95,35,0.187,Gaming Ekipmanları
5168,41,Kadın,Masaüstü Web,36,5020,17,0.003,Premium Elektronik
41950,46,Erkek,Masaüstü Web,54,184.11,6,0.01,Mobil Aksesuarlar
37505,21,Erkek,Masaüstü Web,28,1116.5,9,0.107,Akıllı Telefonlar
46614,51,Erkek,Masaüstü Web,81,56.84,4,0.002,Mobil Aksesuarlar
37907,44,Erkek,Mobil Uygulama,24,1838.72,28,0.023,Akıllı Telefonlar
26502,39,Erkek,Mobil Uygulama,20,1933.3,8,0.123,Mobil Aksesuarlar
8998,37,Erkek,Masaüstü Web,61,5285.26,18,0.026,Premium Elektronik
35044,35,Kadın,Mobil Uygulama,28,2383.81,17,0.068,Premium Elektronik
4323,33,Erkek,Masaüstü Web,49,5871.1,19,0.037,Premium Elektronik
27610,25,Kadın,Masaüstü Web,14,2460.97,20,0.15,Premium Elektronik
28817,18,Kadın,Mobil Uygulama,25,2584.74,24,0.078,Akıllı Telefonlar
44252,49,Erkek,Masaüstü Web,68,119.54,3,0.018,Mobil Aksesuarlar
45174,69,Kadın,Masaüstü Web,40,174.41,8,0.016,Mobil Aksesuarlar
46393,67,Kadın,Masaüstü Web,51,201.45,1,0,Mobil Aksesuarlar
4742,45,Kadın,Mobil Uygulama,58,3508.81,10,0.041,Premium Elektronik
31403,26,Erkek,Masaüstü Web,44,1978.28,11,0.023,Akıllı Telefonlar
35482,36,Erkek,Masaüstü Web,16,2208.74,19,0.114,Mobil Aksesuarlar
27071,22,Erkek,Masaüstü Web,26,2414.38,27,0.128,Gaming Ekipmanları
33945,30,Erkek,Mobil Uygulama,18,1792.57,32,0.136,Mobil Aksesuarlar
1248,38,Erkek,Masaüstü Web,60,5131.42,19,0.04,Premium Elektronik
12189,28,Kadın,Mobil Uygulama,10,924.41,28,0.261,Gaming Ekipmanları
26331,25,Kadın,Mobil Uygulama,21,2472.07,40,0.124,Akıllı Telefonlar
6423,48,Erkek,Mobil Uygulama,44,5893.92,26,0.018,Premium Elektronik
11005,22,Erkek,Mobil Uygulama,26,858.55,44,0.216,Gaming Ekipmanları
26691,27,Kadın,Mobil Uygulama,21,2580.1,21,0.097,Akıllı Telefonlar
33866,24,Kadın,Mobil Uygulama,29,1935.05,30,0.147,Akıllı Telefonlar
48713,70,Erkek,Masaüstü Web,72,62.45,5,0.015,Mobil Aksesuarlar
42343,60,Kadın,Masaüstü Web,50,111.89,3,0.021,Mobil Aksesuarlar
28100,29,Kadın,Masaüstü Web,13,2468.45,23,0.177,Akıllı Telefonlar
48414,62,Erkek,Mobil Uygulama,57,151.23,7,0,Mobil Aksesuarlar
29178,25,Kadın,Mobil Uygulama,30,2479.31,35,0.101,Akıllı Telefonlar
10082,52,Kadın,Masaüstü Web,30,4031.52,17,0,Premium Elektronik
27722,29,Erkek,Mobil Uygulama,36,2259.5,24,0.081,Akıllı Telefonlar
40739,31,Erkek,Mobil Uygulama,23,1897.48,24,0.05,Akıllı Telefonlar
2717,44,Erkek,Mobil Uygulama,56,4871.05,14,0.034,Mobil Aksesuarlar
48132,65,Erkek,Masaüstü Web,81,199.48,4,0,Mobil Aksesuarlar
8431,42,Kadın,Mobil Uygulama,51,5036.82,9,0.006,Premium Elektronik
27966,25,Erkek,Mobil Uygulama,11,2235.83,10,0.082,Premium Elektronik
32174,27,Kadın,Mobil Uygulama,42,2819.19,24,0.082,Akıllı Telefonlar
10182,40,Erkek,Masaüstü Web,44,2958.97,23,0,Premium Elektronik
46974,37,Erkek,Masaüstü Web,57,228.61,6,0.01,Mobil Aksesuarlar
50465,68,Erkek,Masaüstü Web,41,85.97,2,0.01,Mobil Aksesuarlar
37478,32,Erkek,Mobil Uygulama,11,2519.48,26,0.069,Akıllı Telefonlar
9886,45,Kadın,Masaüstü Web,58,3364.56,9,0,Akıllı Telefonlar
11024,24,Kadın,Masaüstü Web,3,987.25,20,0.134,Gaming Ekipmanları
31531,33,Kadın,Mobil Uygulama,30,3130.36,23,0.102,Mobil Aksesuarlar
12113,23,Erkek,Mobil Uygulama,10,829.49,33,0.22,Gaming Ekipmanları
39429,34,Erkek,Mobil Uygulama,23,1258.76,35,0.057,Akıllı Telefonlar
39553,28,Kadın,Mobil Uygulama,24,1508.28,33,0.158,Akıllı Telefonlar
29374,37,Kadın,Mobil Uygulama,8,1778.13,23,0.111,Akıllı Telefonlar
33683,35,Erkek,Mobil Uygulama,26,2083.3,10,0.14,Gaming Ekipmanları
37927,31,Erkek,Mobil Uygulama,15,1979.25,27,0.083,Akıllı Telefonlar
26656,29,Kadın,Masaüstü Web,26,2479.35,22,0.125,Akıllı Telefonlar
28715,20,Erkek,Mobil Uygulama,37,2184.24,15,0.058,Akıllı Telefonlar
50628,48,Kadın,Masaüstü Web,53,216.4,4,0.023,Mobil Aksesuarlar
23156,29,Erkek,Mobil Uygulama,5,1063.25,32,0.315,Gaming Ekipmanları
27865,38,Erkek,Mobil Uygulama,17,2242.1,20,0.142,Gaming Ekipmanları
38654,33,Kadın,Masaüstü Web,21,1069.4,15,0.115,Akıllı Telefonlar
25157,24,Erkek,Mobil Uygulama,16,948.46,31,0.255,Gaming Ekipmanları
43678,49,Kadın,Masaüstü Web,50,156.81,0,0,Mobil Aksesuarlar
50268,64,Erkek,Masaüstü Web,43,218.76,4,0,Mobil Aksesuarlar
7558,49,Kadın,Masaüstü Web,43,2766.23,11,0,Premium Elektronik
8069,52,Erkek,Mobil Uygulama,43,3677.05,0,0.004,Premium Elektronik
31755,26,Kadın,Masaüstü Web,18,2161.96,17,0.143,Akıllı Telefonlar
4173,34,Erkek,Masaüstü Web,39,3914.05,18,0.034,Mobil Aksesuarlar
35669,28,Kadın,Mobil Uygulama,8,1360.64,9,0.095,Mobil Aksesuarlar
12362,18,Kadın,Mobil Uygulama,8,967.61,66,0.44,Gaming Ekipmanları
32426,30,Erkek,Mobil Uygulama,16,2855.55,38,0.156,Akıllı Telefonlar
12272,26,Kadın,Mobil Uygulama,8,888.29,66,0.263,Gaming Ekipmanları
11113,31,Kadın,Mobil Uygulama,8,404.41,63,0.348,Gaming Ekipmanları
3480,46,Erkek,Mobil Uygulama,41,2721.8,6,0.031,Premium Elektronik
4770,39,Erkek,Mobil Uygulama,35,4593.91,9,0.003,Premium Elektronik
46940,54,Kadın,Masaüstü Web,66,116.89,4,0,Mobil Aksesuarlar
8487,49,Kadın,Masaüstü Web,43,4148.13,31,0.038,Premium Elektronik
9912,37,Erkek,Masaüstü Web,28,2118.01,21,0.044,Premium Elektronik
45895,50,Kadın,Masaüstü Web,64,113.07,6,0.009,Mobil Aksesuarlar
50018,62,Kadın,Masaüstü Web,58,139.34,8,0.025,Mobil Aksesuarlar
6980,45,Kadın,Masaüstü Web,33,5632.29,14,0.038,Akıllı Telefonlar
24163,23,Erkek,Mobil Uygulama,4,728.64,59,0.229,Gaming Ekipmanları
45462,56,Erkek,Mobil Uygulama,54,71.56,1,0.013,Mobil Aksesuarlar
31673,29,Kadın,Masaüstü Web,14,2496.03,35,0.115,Akıllı Telefonlar
27660,39,Erkek,Mobil Uygulama,36,1757.45,31,0.057,Akıllı Telefonlar
5707,50,Kadın,Mobil Uygulama,48,5025.14,8,0.037,Premium Elektronik
22492,25,Erkek,Mobil Uygulama,24,900.29,42,0.246,Akıllı Telefonlar
35243,23,Erkek,Mobil Uygulama,29,2642.65,33,0.124,Akıllı Telefonlar
29630,24,Erkek,Mobil Uygulama,38,2271.68,30,0.081,Akıllı Telefonlar
13658,23,Erkek,Mobil Uygulama,1,852.47,55,0.227,Gaming Ekipmanları
18539,26,Erkek,Mobil Uygulama,14,859.46,27,0.109,Premium Elektronik
34885,38,Erkek,Mobil Uygulama,20,1315.7,24,0.084,Akıllı Telefonlar
29069,44,Kadın,Mobil Uygulama,33,1395.42,15,0.149,Mobil Aksesuarlar
15971,24,Erkek,Mobil Uygulama,17,597.41,40,0.319,Gaming Ekipmanları
33701,18,Erkek,Mobil Uygulama,29,3012.37,30,0.027,Akıllı Telefonlar
36771,39,Kadın,Mobil Uygulama,18,2448.03,28,0.093,Akıllı Telefonlar
40552,27,Erkek,Mobil Uygulama,18,2194.12,20,0.146,Mobil Aksesuarlar
36846,37,Kadın,Mobil Uygulama,48,2521.33,16,0.148,Akıllı Telefonlar
48023,52,Erkek,Masaüstü Web,42,101.94,6,0,Mobil Aksesuarlar
50394,48,Kadın,Masaüstü Web,52,207.81,6,0.021,Mobil Aksesuarlar
41251,38,Erkek,Masaüstü Web,72,165.01,2,0.021,Mobil Aksesuarlar
11857,20,Kadın,Mobil Uygulama,8,411.04,65,0.29,Gaming Ekipmanları
29863,28,Kadın,Mobil Uygulama,29,2049.55,18,0.165,Mobil Aksesuarlar
49271,70,Erkek,Masaüstü Web,50,180.57,5,0.017,Gaming Ekipmanları
30029,34,Erkek,Masaüstü Web,22,1529.4,34,0.151,Akıllı Telefonlar
1319,44,Erkek,Masaüstü Web,61,5632.93,9,0.055,Premium Elektronik
39133,28,Kadın,Mobil Uygulama,10,1101.29,17,0.239,Akıllı Telefonlar
14953,24,Erkek,Mobil Uygulama,5,828.65,47,0.18,Gaming Ekipmanları
27874,23,Erkek,Masaüstü Web,27,1580.56,31,0.018,Akıllı Telefonlar
14349,24,Erkek,Mobil Uygulama,19,790.28,23,0.152,Gaming Ekipmanları
9073,38,Erkek,Masaüstü Web,30,4869.98,11,0.023,Gaming Ekipmanları
29319,18,Kadın,Mobil Uygulama,29,2120.8,20,0.157,Akıllı Telefonlar
3509,34,Erkek,Masaüstü Web,38,2974.39,5,0.009,Premium Elektronik
25389,20,Erkek,Mobil Uygulama,10,875.2,53,0.253,Gaming Ekipmanları
6497,41,Erkek,Masaüstü Web,64,6444.02,16,0.015,Premium Elektronik
47223,44,Erkek,Masaüstü Web,43,200.33,8,0.014,Mobil Aksesuarlar
47846,58,Erkek,Masaüstü Web,50,118.3,8,0.017,Mobil Aksesuarlar
1040,43,Erkek,Mobil Uygulama,49,6485.68,7,0.039,Akıllı Telefonlar
44178,33,Erkek,Masaüstü Web,88,130.24,2,0.012,Akıllı Telefonlar
45576,60,Erkek,Masaüstü Web,54,203.74,6,0.022,Gaming Ekipmanları
2372,52,Kadın,Masaüstü Web,37,2704.02,15,0.038,Premium Elektronik
16565,22,Kadın,Mobil Uygulama,12,1137.66,48,0.191,Gaming Ekipmanları
37823,24,Kadın,Masaüstü Web,10,2159.55,11,0.09,Akıllı Telefonlar
25636,27,Erkek,Mobil Uygulama,7,741.97,58,0.221,Gaming Ekipmanları
1289,44,Kadın,Mobil Uygulama,45,3913.31,11,0.003,Premium Elektronik
27592,29,Kadın,Mobil Uygulama,23,2274.26,22,0.071,Akıllı Telefonlar
4493,45,Kadın,Masaüstü Web,54,4276.06,17,0.032,Premium Elektronik
11186,18,Erkek,Mobil Uygulama,10,676.38,54,0.097,Akıllı Telefonlar
18406,18,Kadın,Masaüstü Web,23,799.49,52,0.19,Gaming Ekipmanları
48634,46,Erkek,Masaüstü Web,80,119.53,3,0.024,Mobil Aksesuarlar
1833,36,Kadın,Mobil Uygulama,55,3938.95,14,0.009,Premium Elektronik
39561,27,Kadın,Mobil Uygulama,30,2355.14,32,0.15,Akıllı Telefonlar
21233,22,Erkek,Mobil Uygulama,16,423.37,57,0.275,Gaming Ekipmanları
22371,27,Erkek,Mobil Uygulama,9,921.81,50,0.216,Mobil Aksesuarlar
44890,64,Kadın,Mobil Uygulama,37,127.66,6,0,Mobil Aksesuarlar
21395,19,Erkek,Mobil Uygulama,3,865.34,43,0.213,Premium Elektronik
29973,34,Kadın,Masaüstü Web,31,2072.72,18,0.06,Mobil Aksesuarlar
26049,37,Kadın,Mobil Uygulama,15,1789.88,30,0.12,Akıllı Telefonlar
35251,25,Erkek,Mobil Uygulama,20,2280.14,15,0.148,Akıllı Telefonlar
32326,36,Erkek,Masaüstü Web,22,2696.4,23,0.137,Akıllı Telefonlar
43621,53,Erkek,Masaüstü Web,53,190.42,5,0.008,Mobil Aksesuarlar
40797,23,Kadın,Mobil Uygulama,25,1865.08,23,0.215,Akıllı Telefonlar
47407,51,Erkek,Masaüstü Web,34,163.53,3,0,Mobil Aksesuarlar
49412,55,Erkek,Mobil Uygulama,59,143.45,6,0.012,Mobil Aksesuarlar
42723,59,Erkek,Masaüstü Web,51,145.55,4,0.001,Mobil Aksesuarlar
50328,61,Kadın,Masaüstü Web,58,167.45,1,0.019,Akıllı Telefonlar
17976,31,Erkek,Mobil Uygulama,8,934.8,43,0.307,Gaming Ekipmanları
29569,32,Erkek,Mobil Uygulama,16,2274.2,26,0.102,Akıllı Telefonlar
27035,45,Erkek,Mobil Uygulama,31,1656.45,35,0.125,Premium Elektronik
22885,22,Erkek,Mobil Uygulama,6,540.4,35,0.164,Premium Elektronik
5485,42,Erkek,Mobil Uygulama,56,4809.16,19,0.013,Mobil Aksesuarlar
36972,24,Erkek,Mobil Uygulama,30,2924.53,31,0.114,Akıllı Telefonlar
20617,26,Erkek,Mobil Uygulama,5,1016.77,50,0.355,Akıllı Telefonlar
23940,28,Kadın,Mobil Uygulama,1,548,42,0.253,Gaming Ekipmanları
47907,62,Erkek,Masaüstü Web,53,158.45,3,0.011,Mobil Aksesuarlar
48465,47,Kadın,Mobil Uygulama,72,152.35,4,0.006,Mobil Aksesuarlar
48228,47,Erkek,Masaüstü Web,83,257.31,5,0.02,Mobil Aksesuarlar
22665,30,Erkek,Mobil Uygulama,7,854.33,51,0.302,Gaming Ekipmanları
37318,31,Erkek,Masaüstü Web,13,877.26,27,0.188,Akıllı Telefonlar
6700,46,Kadın,Mobil Uygulama,48,3481.96,15,0.028,Premium Elektronik
16338,21,Kadın,Masaüstü Web,11,816.6,50,0.237,Gaming Ekipmanları
42073,51,Erkek,Masaüstü Web,50,129.64,4,0.019,Akıllı Telefonlar
21534,20,Kadın,Mobil Uygulama,12,489.35,50,0.315,Gaming Ekipmanları
18297,25,Erkek,Mobil Uygulama,12,389.89,59,0.193,Gaming Ekipmanları
5841,37,Kadın,Masaüstü Web,53,4469.41,15,0.022,Premium Elektronik
24349,19,Erkek,Mobil Uygulama,12,864.09,59,0.399,Premium Elektronik
8130,50,Erkek,Masaüstü Web,36,1933.88,14,0.035,Gaming Ekipmanları
27467,27,Kadın,Masaüstü Web,13,1679.47,26,0.069,Akıllı Telefonlar
18461,21,Kadın,Mobil Uygulama,14,1184.24,55,0.236,Mobil Aksesuarlar
35796,20,Erkek,Mobil Uygulama,30,2401.9,23,0.2,Akıllı Telefonlar
21101,18,Erkek,Mobil Uygulama,12,1022.36,61,0.259,Gaming Ekipmanları
41301,46,Erkek,Masaüstü Web,87,109.13,7,0.011,Mobil Aksesuarlar
35368,21,Erkek,Mobil Uygulama,32,2113.95,38,0.16,Akıllı Telefonlar
47849,55,Kadın,Masaüstü Web,60,142.66,3,0.008,Mobil Aksesuarlar
2036,51,Erkek,Masaüstü Web,70,3515.05,20,0.023,Akıllı Telefonlar
41350,46,Erkek,Masaüstü Web,47,166,5,0.01,Mobil Aksesuarlar
1009,39,Erkek,Mobil Uygulama,49,3652.37,14,0.055,Premium Elektronik
25099,31,Erkek,Masaüstü Web,10,625.45,41,0.268,Gaming Ekipmanları
31051,46,Kadın,Mobil Uygulama,23,1923.36,19,0.149,Premium Elektronik
40415,42,Kadın,Mobil Uygulama,37,1593.78,24,0.081,Akıllı Telefonlar
41633,52,Kadın,Masaüstü Web,61,140.83,2,0.017,Akıllı Telefonlar
9763,35,Erkek,Mobil Uygulama,53,3319.37,15,0.024,Premium Elektronik
30771,39,Kadın,Mobil Uygulama,26,2516.08,27,0.201,Akıllı Telefonlar
1942,47,Erkek,Mobil Uygulama,35,3452.23,18,0.018,Mobil Aksesuarlar
35998,23,Erkek,Mobil Uygulama,14,1917.24,29,0.159,Premium Elektronik
16662,22,Kadın,Mobil Uygulama,12,716.29,26,0.213,Gaming Ekipmanları
14693,20,Kadın,Mobil Uygulama,5,1012.36,47,0.299,Gaming Ekipmanları
44330,56,Kadın,Masaüstü Web,79,168.1,4,0.024,Mobil Aksesuarlar
36801,32,Erkek,Mobil Uygulama,35,2878.37,33,0.12,Akıllı Telefonlar
40338,35,Kadın,Masaüstü Web,11,2680.89,14,0.148,Akıllı Telefonlar
44677,49,Kadın,Mobil Uygulama,69,171.62,4,0.02,Mobil Aksesuarlar
38102,35,Kadın,Mobil Uygulama,9,2949.79,25,0.177,Akıllı Telefonlar
49669,65,Erkek,Masaüstü Web,72,152.1,5,0.022,Gaming Ekipmanları
4523,36,Erkek,Masaüstü Web,62,5777.88,8,0.026,Premium Elektronik
10800,35,Kadın,Masaüstü Web,42,4468.6,14,0.038,Premium Elektronik
43769,40,Erkek,Masaüstü Web,75,225.58,5,0.033,Akıllı Telefonlar
46046,60,Erkek,Masaüstü Web,54,117.11,5,0.014,Mobil Aksesuarlar
8262,42,Erkek,Masaüstü Web,46,5697.49,17,0,Mobil Aksesuarlar
11289,18,Kadın,Mobil Uygulama,16,760.59,52,0.217,Mobil Aksesuarlar
22441,27,Erkek,Mobil Uygulama,15,687.33,24,0.214,Akıllı Telefonlar
6045,47,Kadın,Mobil Uygulama,44,4693.81,9,0.018,Premium Elektronik
14370,19,Erkek,Mobil Uygulama,28,1538.91,60,0.299,Gaming Ekipmanları
5743,42,Kadın,Mobil Uygulama,62,4982.93,14,0.055,Premium Elektronik
41100,53,Erkek,Masaüstü Web,80,145,4,0.013,Mobil Aksesuarlar
24270,20,Erkek,Mobil Uygulama,9,888.42,58,0.335,Gaming Ekipmanları
18036,20,Erkek,Masaüstü Web,21,428.3,34,0.301,Gaming Ekipmanları
8993,52,Erkek,Masaüstü Web,34,4070.32,16,0.011,Premium Elektronik
14951,29,Erkek,Mobil Uygulama,19,1094.84,50,0.241,Gaming Ekipmanları
18932,22,Kadın,Mobil Uygulama,16,848.8,67,0.344,Gaming Ekipmanları
25187,20,Erkek,Mobil Uygulama,5,426.6,79,0.159,Gaming Ekipmanları
1716,49,Erkek,Mobil Uygulama,42,2981.58,18,0.002,Gaming Ekipmanları
16576,18,Erkek,Mobil Uygulama,13,1116.64,55,0.227,Gaming Ekipmanları
6384,52,Kadın,Mobil Uygulama,41,3378.72,12,0.069,Premium Elektronik
9554,42,Kadın,Mobil Uygulama,51,5226.13,16,0.034,Premium Elektronik
7791,41,Erkek,Masaüstü Web,52,4819.78,22,0.039,Premium Elektronik
10608,45,Erkek,Mobil Uygulama,64,5130.68,12,0.014,Premium Elektronik
21041,19,Kadın,Mobil Uygulama,1,766.83,68,0.252,Gaming Ekipmanları
49749,62,Erkek,Masaüstü Web,61,138.14,4,0,Mobil Aksesuarlar
18316,18,Erkek,Mobil Uygulama,15,1144.76,50,0.249,Gaming Ekipmanları
19899,23,Kadın,Mobil Uygulama,3,818.41,78,0.25,Gaming Ekipmanları
15545,18,Erkek,Mobil Uygulama,10,1067.84,56,0.311,Gaming Ekipmanları
46415,53,Kadın,Masaüstü Web,60,64.34,5,0.009,Mobil Aksesuarlar
41205,57,Kadın,Masaüstü Web,63,204.75,3,0.001,Mobil Aksesuarlar
41621,51,Erkek,Masaüstü Web,61,256.38,5,0.014,Mobil Aksesuarlar
22929,22,Erkek,Mobil Uygulama,5,1103.89,42,0.299,Gaming Ekipmanları
26133,31,Kadın,Mobil Uygulama,16,1482.88,36,0.167,Akıllı Telefonlar
34189,32,Kadın,Mobil Uygulama,25,2436.76,6,0.155,Akıllı Telefonlar
9256,51,Kadın,Mobil Uygulama,52,6728.15,6,0.06,Mobil Aksesuarlar
33916,36,Kadın,Mobil Uygulama,36,3491.56,23,0.178,Premium Elektronik
20652,27,Kadın,Mobil Uygulama,20,741.93,56,0.204,Gaming Ekipmanları
11039,27,Kadın,Mobil Uygulama,10,947.42,30,0.116,Akıllı Telefonlar
46999,68,Kadın,Masaüstü Web,33,130.85,9,0.016,Mobil Aksesuarlar
17237,23,Erkek,Mobil Uygulama,5,888.54,70,0.331,Gaming Ekipmanları
41528,66,Erkek,Masaüstü Web,26,83.79,2,0.006,Mobil Aksesuarlar
35050,40,Kadın,Masaüstü Web,22,1867.64,22,0.192,Akıllı Telefonlar
10394,42,Kadın,Mobil Uygulama,50,6304.12,15,0.031,Akıllı Telefonlar
36724,37,Erkek,Mobil Uygulama,21,2142.29,19,0.025,Mobil Aksesuarlar
14320,32,Erkek,Mobil Uygulama,11,721.84,50,0.19,Akıllı Telefonlar
23123,18,Kadın,Mobil Uygulama,13,756.89,37,0.211,Akıllı Telefonlar
22939,23,Erkek,Mobil Uygulama,13,938.36,8,0.263,Gaming Ekipmanları
27561,44,Kadın,Masaüstü Web,21,1776.48,20,0.202,Akıllı Telefonlar
16921,18,Erkek,Mobil Uygulama,15,830.33,27,0.33,Gaming Ekipmanları
10252,52,Erkek,Masaüstü Web,48,3276.69,21,0.034,Premium Elektronik
40646,44,Kadın,Mobil Uygulama,34,2001.46,36,0.057,Akıllı Telefonlar
41190,60,Kadın,Masaüstü Web,80,113.26,3,0,Mobil Aksesuarlar
33288,39,Erkek,Masaüstü Web,16,1379.7,30,0.035,Akıllı Telefonlar
32078,38,Erkek,Mobil Uygulama,29,2122.62,25,0.191,Akıllı Telefonlar
8468,40,Erkek,Mobil Uygulama,53,3594.66,9,0.025,Premium Elektronik
50300,51,Kadın,Masaüstü Web,64,76.86,5,0.027,Mobil Aksesuarlar
28653,27,Kadın,Masaüstü Web,27,1587.19,28,0.183,Mobil Aksesuarlar
2858,40,Erkek,Masaüstü Web,50,5527.96,24,0.027,Premium Elektronik
9324,52,Erkek,Masaüstü Web,55,3446.79,15,0.048,Premium Elektronik
14767,26,Erkek,Mobil Uygulama,14,402.31,17,0.301,Gaming Ekipmanları
19880,22,Kadın,Mobil Uygulama,13,1040.75,61,0.257,Gaming Ekipmanları
35638,29,Kadın,Mobil Uygulama,32,1869.54,23,0.13,Akıllı Telefonlar
20863,18,Kadın,Mobil Uygulama,24,892.16,27,0.181,Akıllı Telefonlar
37118,27,Kadın,Mobil Uygulama,34,3146.03,19,0.174,Akıllı Telefonlar
21460,19,Kadın,Mobil Uygulama,22,1097.27,56,0.217,Gaming Ekipmanları
13750,25,Erkek,Mobil Uygulama,14,758.04,50,0.132,Gaming Ekipmanları
5988,42,Erkek,Mobil Uygulama,59,5536.39,16,0.049,Premium Elektronik
46971,71,Erkek,Masaüstü Web,45,107.4,3,0.026,Mobil Aksesuarlar
8521,48,Erkek,Mobil Uygulama,40,4620.35,19,0.039,Premium Elektronik
40418,29,Kadın,Mobil Uygulama,30,1732.83,18,0.086,Mobil Aksesuarlar
47416,70,Kadın,Masaüstü Web,26,131.9,5,0.012,Mobil Aksesuarlar
15673,26,Kadın,Mobil Uygulama,10,842.93,61,0.2,Gaming Ekipmanları
2421,45,Kadın,Masaüstü Web,78,4684.22,16,0.06,Mobil Aksesuarlar
48181,59,Kadın,Masaüstü Web,46,135.5,3,0.013,Premium Elektronik
30925,29,Erkek,Mobil Uygulama,12,2004.64,29,0.119,Akıllı Telefonlar
